0.465625	5.503750	3.756500	1.409312	1.538500
20.208125	6.219250	3.120500	3.754562	1.220500
20.208125	4.311250	2.961500	4.536312	1.220500
79.435625	7.411750	2.643500	4.145437	1.856500
69.564375	7.411750	2.802500	5.708937	1.856500
59.693125	4.788250	4.074500	1.409312	0.743500
138.663125	6.457750	3.597500	3.754562	1.220500
109.049375	5.503750	3.756500	4.536312	1.061500
128.791875	5.265250	3.756500	5.708937	1.061500
109.049375	6.457750	2.325500	4.536312	1.220500
99.178125	4.311250	3.438500	4.927188	1.538500
30.079375	5.503750	3.279500	5.318062	1.220500
20.208125	6.696250	3.438500	1.409312	0.266500
148.534375	4.311250	2.961500	4.536312	1.538500
10.336875	5.503750	2.961500	1.409312	1.856500
49.821875	6.219250	3.438500	1.409312	0.743500
59.693125	6.934750	2.961500	4.927188	2.174500
59.693125	4.788250	2.961500	4.927188	1.856500
30.079375	5.026750	2.961500	1.409312	0.107500
59.693125	4.788250	3.120500	4.536312	1.538500
69.564375	6.696250	2.961500	1.409312	0.266500
89.306875	5.742250	2.961500	1.409312	1.856500
59.693125	7.411750	2.802500	5.708937	1.697500
69.564375	5.026750	2.961500	4.536312	1.220500
69.564375	7.173250	3.120500	4.536312	1.697500
109.049375	4.549750	3.120500	4.536312	0.902500
20.208125	6.934750	2.961500	5.708937	1.856500
109.049375	4.788250	3.438500	1.409312	1.856500
10.336875	5.503750	2.961500	5.708937	1.061500
138.663125	6.696250	3.597500	5.708937	2.015500
89.306875	5.503750	2.961500	1.018437	1.379500
138.663125	5.980750	2.643500	5.708937	2.015500
79.435625	6.696250	2.961500	1.409312	0.266500
20.208125	5.503750	3.438500	1.409312	1.061500
118.920625	6.219250	2.484500	1.409312	1.220500
39.950625	6.457750	2.802500	4.145437	2.492500
59.693125	6.934750	2.802500	1.409312	0.425500
30.079375	4.311250	4.233500	4.536312	0.266500
10.336875	6.219250	2.802500	2.972812	0.266500
99.178125	5.742250	2.802500	4.145437	1.856500
118.920625	4.788250	2.961500	5.708937	1.220500
148.534375	5.026750	2.961500	4.536312	0.425500
109.049375	5.026750	4.074500	4.927188	1.697500
59.693125	5.980750	2.961500	5.708937	1.220500
20.208125	5.503750	3.597500	4.927188	0.266500
99.178125	5.980750	3.597500	4.145437	1.061500
10.336875	5.503750	2.643500	4.145437	2.174500
